日期,最高温度,最低温度,白天天气,夜晚天气,白天风力,夜晚风力
2022-11-17,16,8,晴,多云,西南风 3-4级,西南风 3-4级
2022-11-18,13,9,多云,多云,东风 3-4级,南风 3-4级
2022-11-19,15,8,多云,多云,西南风 3-4级,东北风 3-4级
2022-11-20,12,6,多云,多云,东北风 3-4级,东北风 4-5级
2022-11-21,10,3,多云,晴,东北风 4-5级,东北风 4-5级
2022-11-22,8,4,多云,多云,北风 3-4级,西风 3-4级
2022-11-23,13,7,晴,多云,西风 3-4级,南风 3-4级
2022-11-24,15,11,多云,多云,西南风 4-5级,西南风 4-5级
2022-11-25,16,2,阴,晴,西南风 4-5级,西北风 4-5级
2022-11-26,10,1,晴,多云,北风 4-5级,南风 4-5级
2022-11-27,13,9,小到中雨,中到大雨,南风 4-5级,南风 4-5级
2022-11-28,12,-3,小雨,多云,北风 4-5级,北风 5-6级
2022-11-29,-2,-7,阴,阵雪,北风 5-6级,北风 5-6级
2022-11-30,-1,-9,阵雪,多云,西北风 4-5级,西北风 4-5级
2022-12-01,0,-3,多云,多云,西北风 4-5级,西风 4-5级
2022-12-02,5,-1,多云,多云,西南风 4-5级,北风 4-5级
2022-12-03,0,-6,多云,多云,北风 4-5级,北风 4-5级
2022-12-04,1,-6,晴,晴,北风 3-4级,西北风 3-4级
2022-12-05,4,0,晴,晴,西风 4-5级,西风 4-5级
2022-12-06,5,2,晴,晴,西北风 4-5级,西北风 4-5级
2022-12-07,6,2,晴,晴,西北风 4-5级,西风 3-4级
2022-12-08,9,1,晴,晴,东风 3-4级,北风 3-4级
2022-12-09,7,0,多云,阵雪,北风 3-4级,北风 4-5级
2022-12-10,2,-3,中到大雪,晴,北风 4-5级,北风 4-5级
2022-12-11,4,-3,多云,多云,北风 3-4级,西南风 4-5级
2022-12-12,5,-1,多云,晴,西北风 4-5级,西北风 4-5级
2022-12-13,1,-7,阵雪,多云,西北风 5-6级,西北风 5-6级
2022-12-14,2,-6,多云,阵雪,西北风 4-5级,西南风 4-5级
2022-12-15,-2,-8,多云,晴,北风 4-5级,北风 4-5级
2022-12-16,-3,-9,多云,阵雪,西北风 4-5级,西北风 4-5级
2022-12-17,-7,-10,阵雪,阵雪,西北风 4-5级,西北风 4-5级
2022-12-18,-2,-10,多云,多云,西北风 4-5级,西北风 3-4级
2022-12-19,3,-4,晴,晴,北风 3-4级,南风 3-4级
2022-12-20,7,-1,多云,多云,西南风 4-5级,西北风 4-5级
2022-12-21,-1,-8,晴,多云,北风 4-5级,北风 4-5级
2022-12-22,-7,-10,阵雪,多云,北风 5-6级,北风 5-6级
2022-12-23,-5,-10,阴,多云,北风 5-6级,北风 5-6级
2022-12-24,-2,-6,多云,晴,北风 4-5级,北风 4-5级
2022-12-25,-2,-5,晴,晴,北风 4-5级,北风 3-4级
2022-12-26,0,-5,晴,晴,北风 3-4级,北风 3-4级
2022-12-27,3,-6,多云,多云,西北风 4-5级,西北风 4-5级
2022-12-28,0,-4,晴,晴,西北风 4-5级,西北风 3-4级
2022-12-29,0,-5,晴,晴,西北风 4-5级,西北风 3-4级
2022-12-30,3,-2,晴,晴,西南风 4-5级,西南风 4-5级
2022-12-31,5,-4,晴,晴,西风 3-4级,北风 3-4级
2023-01-01,0,-5,晴,晴,北风 4-5级,北风 3-4级
2023-01-02,-1,-5,晴,晴,北风 3-4级,西北风 3-4级
2023-01-03,2,-5,晴,晴,西北风 3-4级,东风 3-4级
2023-01-04,2,-3,晴,晴,东南风 3-4级,南风 3-4级
2023-01-05,6,0,晴,多云,西南风 3-4级,西南风 3-4级
2023-01-06,6,-4,阴,晴,西北风 4-5级,西北风 4-5级
2023-01-07,4,-3,晴,多云,西南风 3-4级,南风 3-4级
2023-01-08,8,-2,晴,晴,南风 4-5级,北风 4-5级
2023-01-09,2,-3,晴,晴,北风 4-5级,北风 3-4级
2023-01-10,6,-1,晴,晴,西南风 3-4级,西南风 3-4级
2023-01-11,7,3,多云,多云,南风 3-4级,东南风 3-4级
2023-01-12,9,5,小雨,小到中雨,东南风 3-4级,东北风 3-4级
2023-01-13,4,-8,阴,多云,北风 5-6级,北风 5-6级
2023-01-14,-7,-11,多云,晴,北风 5-6级,北风 5-6级
2023-01-15,-6,-11,晴,晴,北风 4-5级,北风 4-5级
2023-01-16,0,-9,晴,多云,北风 3-4级,西风 4-5级
2023-01-17,3,-6,晴,晴,西风 4-5级,南风 3-4级
2023-01-18,4,-3,晴,晴,西南风 4-5级,西南风 4-5级
2023-01-19,5,-9,晴,晴,西风 4-5级,西北风 5-6级
2023-01-20,-2,-9,晴,晴,北风 4-5级,南风 3-4级
2023-01-21,4,-2,晴,多云,南风 4-5级,北风 3-4级
2023-01-22,3,-12,多云,晴,北风 4-5级,北风 4-5级
2023-01-23,-12,-15,多云,阵雪,北风 4-5级,北风 4-5级
2023-01-24,-8,-16,阵雪,多云,北风 4-5级,西北风 4-5级
2023-01-25,-2,-8,晴,晴,西南风 4-5级,西南风 4-5级
2023-01-26,-1,-9,多云,晴,北风 4-5级,北风 4-5级
2023-01-27,-4,-5,晴,晴,西北风 4-5级,西北风 4-5级
2023-01-28,2,-4,晴,晴,西北风 3-4级,西风 3-4级
2023-01-29,3,-2,晴,晴,西北风 4-5级,西南风 3-4级
2023-01-30,7,1,晴,晴,南风 3-4级,南风 4-5级
2023-01-31,6,-2,晴,晴,西北风 3-4级,北风 5-6级
2023-02-01,0,-5,晴,晴,北风 5-6级,北风 4-5级
2023-02-02,-1,-6,多云,多云,北风 3-4级,西南风 3-4级
2023-02-03,4,-3,晴,晴,西南风 3-4级,北风 3-4级
2023-02-04,4,-1,晴,晴,西南风 3-4级,西南风 3-4级
2023-02-05,8,0,多云,晴,西南风 4-5级,西南风 3-4级
2023-02-06,5,-2,多云,晴,东北风 4-5级,东北风 3-4级
2023-02-07,4,-2,晴,晴,东北风 3-4级,东北风 3-4级
2023-02-08,3,-2,晴,多云,北风 3-4级,东北风 3-4级
2023-02-09,3,0,多云,阴,东风 3-4级,西风 3-4级
2023-02-10,5,0,多云,多云,西风 3-4级,西南风 3-4级
2023-02-11,7,0,多云,多云,南风 3-4级,东北风 4-5级
2023-02-12,4,-4,雨夹雪,多云,北风 4-5级,北风 4-5级
2023-02-13,-1,-4,晴,晴,北风 4-5级,北风 4-5级
2023-02-14,0,-7,晴,晴,北风 4-5级,北风 4-5级
2023-02-15,0,-6,晴,晴,北风 4-5级,西南风 3-4级
2023-02-16,6,0,晴,晴,西南风 3-4级,西南风 3-4级
2023-02-17,7,2,多云,多云,南风 3-4级,南风 3-4级
2023-02-18,6,-2,小雨,小雪,南风 3-4级,西北风 4-5级
2023-02-19,5,-4,晴,晴,西北风 4-5级,北风 4-5级
2023-02-20,0,-5,晴,晴,北风 4-5级,北风 3-4级
2023-02-21,1,-4,晴,多云,北风 3-4级,西南风 3-4级
2023-02-22,6,1,多云,晴,西南风 4-5级,西南风 3-4级
2023-02-23,7,-2,多云,多云,东南风 3-4级,北风 4-5级
2023-02-24,1,-2,晴,晴,北风 4-5级,北风 4-5级
2023-02-25,4,0,晴,晴,西北风 3-4级,西风 3-4级
2023-02-26,8,2,晴,晴,西南风 3-4级,西南风 3-4级
2023-02-27,10,3,晴,多云,南风 4-5级,西南风 4-5级
2023-02-28,9,0,多云,晴,西南风 4-5级,北风 3-4级
2023-03-01,9,-2,多云,晴,西北风 4-5级,西北风 4-5级
2023-03-02,8,1,晴,晴,西南风 4-5级,西南风 4-5级
2023-03-03,11,2,晴,晴,西南风 3-4级,东北风 3-4级
2023-03-04,9,3,晴,多云,东风 3-4级,东南风 3-4级
2023-03-05,12,3,多云,多云,南风 4-5级,南风 4-5级
2023-03-06,15,3,多云,晴,南风 4-5级,东北风 3-4级
2023-03-07,11,4,多云,阴,南风 4-5级,东北风 4-5级
2023-03-08,10,3,阴,多云,东北风 4-5级,西南风 3-4级
2023-03-09,13,5,晴,晴,西南风 3-4级,东南风 4-5级
2023-03-10,13,4,多云,阴,东南风 4-5级,北风 4-5级
2023-03-11,11,1,阴,多云,北风 4-5级,北风 5-6级
2023-03-12,4,-2,晴,晴,北风 5-6级,西南风 3-4级
2023-03-13,11,4,多云,多云,南风 4-5级,南风 4-5级
2023-03-14,13,4,多云,多云,南风 4-5级,北风 4-5级
2023-03-15,7,2,晴,晴,西北风 4-5级,北风 3-4级
2023-03-16,7,1,晴,多云,西北风 3-4级,南风 3-4级
2023-03-17,7,3,多云,多云,西南风 3-4级,西风 3-4级
2023-03-18,9,3,晴,晴,西风 3-4级,西南风 3-4级
2023-03-19,12,6,多云,多云,西南风 3-4级,南风 4-5级
2023-03-20,12,5,阴,晴,南风 4-5级,南风 4-5级
2023-03-21,12,7,晴,多云,南风 4-5级,南风 4-5级
2023-03-22,14,6,多云,晴,北风 3-4级,北风 4-5级
2023-03-23,10,2,晴,晴,北风 4-5级,北风 4-5级
2023-03-24,7,2,晴,晴,北风 4-5级,北风 3-4级
2023-03-25,9,2,多云,晴,北风 3-4级,北风 3-4级
2023-03-26,9,3,晴,阴,北风 4-5级,南风 3-4级
2023-03-27,13,3,多云,晴,南风 3-4级,北风 3-4级
2023-03-28,12,6,晴,阴,东南风 3-4级,南风 4-5级
2023-03-29,16,8,多云,晴,西南风 4-5级,西南风 3-4级
2023-03-30,19,9,晴,晴,西南风 3-4级,西南风 3-4级
2023-03-31,16,8,晴,晴,南风 3-4级,南风 3-4级
2023-04-01,17,9,晴,晴,南风 3-4级,东南风 3-4级
2023-04-02,18,8,晴,晴,东南风 3-4级,东南风 3-4级
2023-04-03,17,9,多云,阴,东风 3-4级,东北风 4-5级
2023-04-04,13,9,中雨,中到大雨,东北风 5-6级,东北风 5-6级
2023-04-05,12,7,小雨,多云,北风 5-6级,北风 4-5级
2023-04-06,14,6,多云,晴,西风 3-4级,北风 4-5级
2023-04-07,10,6,晴,晴,西北风 4-5级,西风 4-5级
2023-04-08,15,8,晴,晴,西风 4-5级,西南风 4-5级
2023-04-09,18,11,晴,多云,西南风 4-5级,西南风 4-5级
2023-04-10,20,12,多云,多云,西南风 4-5级,西北风 5-6级
2023-04-11,16,7,晴,晴,西北风 5-6级,西风 3-4级
2023-04-12,17,10,多云,阴,西南风 4-5级,西南风 4-5级
2023-04-13,18,9,多云,多云,西南风 4-5级,东北风 3-4级
2023-04-14,15,8,多云,多云,东北风 4-5级,西北风 3-4级
2023-04-15,16,8,晴,晴,西南风 3-4级,西北风 3-4级
2023-04-16,16,8,晴,多云,北风 4-5级,南风 3-4级
2023-04-17,14,8,雷阵雨,雷阵雨,东南风 4-5级,东南风 4-5级
2023-04-18,17,8,晴,晴,东北风 3-4级,西南风 3-4级
2023-04-19,17,9,晴,多云,南风 4-5级,南风 4-5级
2023-04-20,19,12,多云,多云,东北风 4-5级,东北风 4-5级
2023-04-21,17,10,多云,多云,东北风 4-5级,北风 3-4级
2023-04-22,16,9,多云,多云,北风 4-5级,北风 3-4级
2023-04-23,17,10,多云,多云,东北风 4-5级,东北风 3-4级
2023-04-24,16,9,晴,多云,东北风 3-4级,西南风 3-4级
2023-04-25,15,8,小雨,多云,西南风 4-5级,北风 4-5级
2023-04-26,16,9,晴,阴,西北风 4-5级,南风 4-5级
2023-04-27,19,12,多云,多云,南风 4-5级,南风 4-5级
2023-04-28,17,9,阴,雷阵雨,南风 4-5级,西北风 4-5级
2023-04-29,16,8,多云,晴,西北风 5-6级,西风 4-5级
2023-04-30,20,11,晴,多云,北风 4-5级,西南风 3-4级
2023-05-01,20,12,晴,多云,南风 3-4级,南风 4-5级
2023-05-02,21,12,多云,晴,南风 4-5级,南风 4-5级
2023-05-03,19,13,多云,阴,东南风 4-5级,东南风 4-5级
2023-05-04,15,13,中雨,大雨,东风 4-5级,东北风 4-5级
2023-05-05,18,13,小雨,多云,北风 5-6级,北风 5-6级
2023-05-06,21,13,晴,晴,北风 4-5级,北风 3-4级
2023-05-07,22,12,晴,晴,北风 4-5级,北风 3-4级
2023-05-08,22,14,晴,晴,西风 3-4级,西风 3-4级
2023-05-09,24,15,晴,晴,北风 3-4级,西南风 3-4级
2023-05-10,24,14,晴,晴,西南风 3-4级,东风 3-4级
2023-05-11,24,14,多云,多云,东南风 3-4级,西南风 3-4级
2023-05-12,23,13,晴,雷阵雨,南风 4-5级,南风 4-5级
2023-05-13,21,13,多云,晴,南风 3-4级,东南风 3-4级
2023-05-14,22,12,晴,多云,东南风 4-5级,南风 4-5级
2023-05-15,20,13,晴,晴,南风 4-5级,南风 4-5级
2023-05-16,27,15,晴,多云,南风 4-5级,南风 4-5级
2023-05-17,22,15,阴,中雨,北风 1-2级,东北风 1-2级
2023-05-18,23,13,晴,多云,东北风 3-4级,东南风 3-4级
2023-05-19,22,14,多云,雷阵雨,东南风 4-5级,南风 4-5级
2023-05-20,23,15,多云,晴,西风 4-5级,西风 4-5级
2023-05-21,22,15,晴,晴,西北风 4-5级,北风 3-4级
2023-05-22,25,15,晴,晴,西风 3-4级,西风 3-4级
2023-05-23,26,16,晴,晴,西北风 3-4级,南风 3-4级
2023-05-24,24,16,晴,晴,南风 4-5级,南风 4-5级
2023-05-25,21,15,多云,多云,南风 4-5级,南风 4-5级
2023-05-26,23,16,晴,多云,南风 3-4级,东南风 3-4级
2023-05-27,19,16,小雨,小到中雨,东风 4-5级,东北风 4-5级
2023-05-28,22,16,多云,多云,东北风 3-4级,东北风 3-4级
2023-05-29,29,17,晴,晴,北风 4-5级,东北风 4-5级
2023-05-30,24,16,多云,晴,东北风 3-4级,东南风 3-4级
2023-05-31,25,18,晴,多云,西南风 4-5级,西南风 4-5级
2023-06-01,25,17,多云,多云,西南风 4-5级,北风 4-5级
2023-06-02,28,18,晴,晴,北风 4-5级,西风 3-4级
2023-06-03,27,18,晴,多云,西风 4-5级,西风 3-4级
2023-06-04,27,19,晴,晴,西风 4-5级,西南风 4-5级
2023-06-05,28,19,晴,晴,西南风 4-5级,西南风 4-5级
2023-06-06,28,18,晴,晴,北风 4-5级,西南风 3-4级
2023-06-07,30,18,多云,雷阵雨,西南风 4-5级,东北风 4-5级
2023-06-08,28,19,多云,多云,北风 4-5级,西南风 3-4级
2023-06-09,28,18,晴,多云,西南风 4-5级,南风 3-4级
2023-06-10,25,18,多云,多云,东风 3-4级,东北风 3-4级
2023-06-11,25,16,多云,多云,东风 3-4级,西风 3-4级
2023-06-12,23,17,多云,雷阵雨,西南风 3-4级,西风 3-4级
2023-06-13,25,17,多云,多云,西南风 3-4级,西北风 3-4级
2023-06-14,27,19,晴,晴,西南风 3-4级,南风 3-4级
2023-06-15,28,20,晴,晴,南风 3-4级,南风 4-5级
2023-06-16,30,21,晴,晴,南风 4-5级,南风 3-4级
2023-06-17,26,19,晴,晴,南风 3-4级,东南风 3-4级
2023-06-18,27,19,晴,多云,南风 3-4级,东风 3-4级
2023-06-19,26,19,多云,阵雨,东南风 3-4级,东南风 3-4级
2023-06-20,25,19,阴,阴,东南风 4-5级,南风 3-4级
2023-06-21,26,20,多云,晴,西南风 3-4级,西北风 3-4级
2023-06-22,29,20,晴,晴,北风 3-4级,南风 3-4级
2023-06-23,28,21,晴,晴,东南风 3-4级,东南风 3-4级
2023-06-24,29,21,晴,晴,东南风 4-5级,东南风 3-4级
2023-06-25,26,22,多云,雷阵雨,东南风 3-4级,东北风 3-4级
2023-06-26,25,20,中雨,多云,东北风 4-5级,东北风 4-5级
2023-06-27,29,22,多云,晴,西南风 4-5级,西南风 4-5级
2023-06-28,27,22,多云,大雨,南风 4-5级,南风 4-5级
2023-06-29,27,21,阴,晴,东北风 4-5级,西北风 3-4级
2023-06-30,29,20,晴,晴,西南风 4-5级,西南风 4-5级
2023-07-01,30,23,晴,多云,西南风 4-5级,南风 3-4级
2023-07-02,28,22,晴,多云,南风 3-4级,东南风 3-4级
2023-07-03,27,22,多云,小雨,东南风 3-4级,东南风 3-4级
2023-07-04,26,22,中到大雨,多云,东南风 3-4级,西北风 4-5级
2023-07-05,30,23,晴,晴,西南风 4-5级,西南风 4-5级
2023-07-06,31,23,晴,多云,西南风 4-5级,西南风 4-5级
2023-07-07,29,21,多云,小到中雨,东南风 4-5级,东南风 4-5级
2023-07-08,27,22,多云,多云,东南风 4-5级,东南风 3-4级
2023-07-09,27,22,多云,多云,东南风 3-4级,东南风 3-4级
2023-07-10,28,22,多云,雷阵雨,东南风 3-4级,东风 3-4级
2023-07-11,30,22,阴,多云,东北风 4-5级,东北风 3-4级
2023-07-12,28,23,雷阵雨,小到中雨,东风 3-4级,东南风 4-5级
2023-07-13,27,24,小雨,多云,东风 4-5级,西北风 3-4级
2023-07-14,30,24,多云,多云,西南风 4-5级,西北风 4-5级
2023-07-15,29,23,多云,多云,西北风 4-5级,西风 3-4级
2023-07-16,30,22,多云,晴,西北风 3-4级,西北风 3-4级
2023-07-17,30,22,晴,晴,南风 3-4级,南风 3-4级
2023-07-18,30,23,晴,晴,西南风 3-4级,西南风 3-4级
2023-07-19,31,23,晴,晴,西南风 3-4级,西南风 3-4级
2023-07-20,31,23,晴,晴,西南风 3-4级,南风 3-4级
2023-07-21,29,23,多云,小到中雨,东南风 4-5级,东南风 4-5级
2023-07-22,27,23,大雨,多云,东南风 4-5级,东南风 4-5级
2023-07-23,30,22,晴,多云,西南风 3-4级,东风 3-4级
2023-07-24,29,24,晴,晴,东南风 3-4级,东南风 3-4级
2023-07-25,28,24,多云,多云,东南风 3-4级,东南风 3-4级
2023-07-26,29,24,阴,阴,东南风 3-4级,南风 3-4级
2023-07-27,30,25,雷阵雨,多云,东南风 3-4级,东南风 3-4级
2023-07-28,30,24,多云,小到中雨,南风 4-5级,南风 4-5级
2023-07-29,27,25,大到暴雨,阴,东南风 4-5级,东南风 4-5级
2023-07-30,29,25,多云,多云,东南风 4-5级,东南风 3-4级
2023-07-31,29,25,多云,多云,东南风 3-4级,南风 3-4级
2023-08-01,30,25,晴,晴,南风 3-4级,南风 3-4级
2023-08-02,31,26,晴,晴,西南风 4-5级,西南风 4-5级
2023-08-03,32,26,多云,多云,西南风 4-5级,西南风 4-5级
2023-08-04,31,25,多云,雷阵雨,西南风 4-5级,西南风 3-4级
2023-08-05,30,22,雷阵雨,晴,东北风 4-5级,东北风 4-5级
2023-08-06,28,21,晴,晴,东北风 4-5级,东北风 4-5级
2023-08-07,29,22,晴,晴,北风 4-5级,北风 3-4级
2023-08-08,30,24,晴,晴,北风 3-4级,北风 3-4级
2023-08-09,31,24,晴,晴,北风 3-4级,北风 4-5级
2023-08-10,31,24,多云,多云,北风 4-5级,北风 4-5级
2023-08-11,30,24,多云,阴,北风 4-5级,西风 3-4级
2023-08-12,28,23,中雨,大到暴雨,东风 4-5级,东风 4-5级
2023-08-13,28,24,阵雨,多云,北风 4-5级,北风 3-4级
2023-08-14,30,24,晴,晴,北风 3-4级,北风 3-4级
2023-08-15,28,23,多云,多云,西风 3-4级,西风 3-4级
2023-08-16,30,24,多云,多云,西风 3-4级,西北风 3-4级
2023-08-17,30,24,多云,多云,北风 3-4级,南风 3-4级
2023-08-18,30,25,多云,多云,南风 3-4级,东南风 3-4级
2023-08-19,31,26,多云,多云,南风 3-4级,南风 3-4级
2023-08-20,29,25,多云,小雨,南风 3-4级,南风 4-5级
2023-08-21,28,24,中到大雨,多云,南风 4-5级,北风 3-4级
2023-08-22,30,22,多云,晴,北风 3-4级,北风 3-4级
2023-08-23,30,22,晴,晴,北风 1-3级,北风 1-3级
2023-08-24,30,22,多云,多云,北风 1-3级,北风 1-3级
2023-08-25,29,22,晴,晴,西北风 1-3级,北风 1-3级
2023-08-26,28,22,多云,多云,北风 1-3级,东北风 1-3级
2023-08-27,27,22,多云,多云,东北风 1-3级,东北风 1-3级
2023-08-28,23,19,大雨,小雨,东北风 1-3级,北风 1-3级
2023-08-29,28,20,多云,晴,北风 1-3级,北风 1-3级
2023-08-30,27,20,晴,多云,北风 3-4级,西南风 3-4级
2023-08-31,27,20,雷阵雨,多云,西南风 3-4级,西北风 3-4级
2023-09-01,28,20,晴,晴,西风 3-4级,西北风 3-4级
2023-09-02,28,20,晴,晴,南风 3-4级,东南风 3-4级
2023-09-03,28,22,晴,多云,南风 3-4级,东南风 3-4级
2023-09-04,28,22,多云,晴,东南风 3-4级,北风 3-4级
2023-09-05,30,21,晴,晴,北风 3-4级,北风 3-4级
2023-09-06,30,21,晴,晴,北风 3-4级,北风 1-3级
2023-09-07,29,23,晴,多云,南风 3-4级,南风 3-4级
2023-09-08,29,23,多云,多云,南风 1-3级,南风 1-3级
2023-09-09,28,22,多云,多云,北风 3-4级,北风 3-4级
2023-09-10,27,23,多云,多云,南风 1-3级,西南风 3-4级
2023-09-11,27,21,多云,雷阵雨,西南风 3-4级,北风 4-5级
2023-09-12,28,17,晴,晴,北风 1-3级,东北风 1-3级
2023-09-13,28,18,晴,晴,东北风 3-4级,东北风 3-4级
2023-09-14,28,19,晴,晴,北风 1-3级,北风 1-3级
2023-09-15,28,20,多云,多云,东南风 1-3级,东南风 1-3级
2023-09-16,28,20,多云,多云,东北风 1-3级,东北风 1-3级
2023-09-17,27,22,晴,多云,南风 3-4级,南风 3-4级
2023-09-18,29,21,雷阵雨,雷阵雨,西南风 4-5级,北风 4-5级
2023-09-19,27,18,多云,晴,北风 4-5级,北风 4-5级
2023-09-20,26,17,晴,晴,北风 4-5级,北风 4-5级
2023-09-21,26,20,晴,晴,北风 3-4级,西南风 3-4级
2023-09-22,28,17,多云,多云,北风 4-5级,北风 4-5级
2023-09-23,25,19,多云,多云,东北风 4-5级,东南风 3-4级
2023-09-24,25,19,阵雨,雷阵雨,东南风 4-5级,东南风 4-5级
2023-09-25,23,18,阵雨,小雨,东南风 3-4级,北风 3-4级
2023-09-26,22,19,小雨,阴,东风 3-4级,西风 3-4级
2023-09-27,25,18,多云,晴,西风 3-4级,西北风 3-4级
2023-09-28,26,17,晴,晴,北风 3-4级,南风 3-4级
2023-09-29,25,18,多云,多云,西南风 4-5级,西北风 4-5级
2023-09-30,22,16,晴,晴,北风 4-5级,北风 3-4级
2023-10-01,25,16,晴,晴,西北风 3-4级,西南风 3-4级
2023-10-02,24,19,晴,多云,西南风 3-4级,西南风 3-4级
2023-10-03,24,18,多云,多云,西南风 3-4级,北风 4-5级
2023-10-04,21,12,多云,晴,北风 4-5级,北风 4-5级
