日期,最高温度,最低温度,白天天气,夜晚天气,白天风力,夜晚风力
2024-08-22,32,25,晴,晴,西风 3-4级,西风 3-4级
2024-08-23,30,25,多云,晴,西北风 3-4级,东南风 1-3级
2024-08-24,31,25,晴,多云,南风 3-4级,北风 3-4级
2024-08-25,31,25,多云,多云,东北风 3-4级,东北风 3-4级
2024-08-26,28,23,中雨,小雨,东风 4-5级,东北风 4-5级
2024-08-27,30,22,晴,晴,北风 4-5级,东北风 3-4级
2024-08-28,30,22,晴,晴,东北风 3-4级,东北风 3-4级
2024-08-29,29,21,晴,晴,东风 3-4级,西风 3-4级
2024-08-30,30,23,晴,晴,西风 3-4级,北风 4-5级
2024-08-31,30,24,晴,多云,北风 3-4级,南风 3-4级
2024-09-01,29,19,小到中雨,晴,北风 4-5级,北风 4-5级
2024-09-02,28,20,晴,晴,北风 4-5级,北风 4-5级
2024-09-03,28,22,晴,多云,东风 3-4级,东南风 3-4级
2024-09-04,29,24,多云,小雨,西南风 4-5级,北风 4-5级
2024-09-05,26,19,小雨,晴,北风 4-5级,北风 4-5级
2024-09-06,28,20,晴,晴,北风 3-4级,北风 3-4级
2024-09-07,29,21,晴,晴,北风 3-4级,北风 3-4级
2024-09-08,28,23,晴,晴,南风 3-4级,南风 3-4级
2024-09-09,29,23,晴,多云,南风 4-5级,南风 4-5级
2024-09-10,28,20,小雨,中雨,北风 4-5级,北风 4-5级
2024-09-11,27,19,多云,晴,东北风 3-4级,东北风 3-4级
2024-09-12,27,22,多云,多云,东北风 3-4级,东北风 3-4级
2024-09-13,28,18,多云,多云,北风 4-5级,北风 4-5级
2024-09-14,24,16,多云,多云,北风 4-5级,北风 4-5级
2024-09-15,24,17,晴,多云,北风 4-5级,北风 3-4级
2024-09-16,27,20,晴,晴,西北风 3-4级,北风 3-4级
2024-09-17,27,22,晴,晴,东北风 3-4级,东北风 3-4级
2024-09-18,28,22,多云,多云,东北风 3-4级,东风 3-4级
2024-09-19,28,22,多云,小雨,东南风 3-4级,东北风 3-4级
2024-09-20,20,14,阵雨,阴,北风 5-6级,北风 5-6级
2024-09-21,19,13,晴,晴,北风 5-6级,北风 4-5级
2024-09-22,21,14,晴,晴,北风 4-5级,北风 3-4级
2024-09-23,22,16,晴,晴,北风 3-4级,南风 3-4级
2024-09-24,24,19,晴,阴,南风 3-4级,南风 3-4级
2024-09-25,25,16,多云,晴,北风 3-4级,北风 3-4级
2024-09-26,23,16,晴,晴,北风 3-4级,北风 3-4级
2024-09-27,25,17,晴,晴,北风 3-4级,东北风 3-4级
2024-09-28,25,21,晴,晴,东南风 3-4级,东南风 3-4级
2024-09-29,25,21,多云,多云,南风 3-4级,南风 3-4级
2024-09-30,23,12,小雨,小雨,北风 4-5级,北风 4-5级
2024-10-01,18,12,晴,晴,北风 4-5级,北风 4-5级
2024-10-02,18,12,晴,晴,西北风 3-4级,北风 3-4级
2024-10-03,21,15,晴,晴,西南风 3-4级,西南风 3-4级
2024-10-04,21,15,晴,晴,西南风 3-4级,西南风 3-4级
2024-10-05,22,17,晴,多云,西南风 3-4级,西南风 3-4级
2024-10-06,22,11,多云,多云,北风 4-5级,北风 4-5级
2024-10-07,17,12,晴,晴,北风 4-5级,北风 3-4级
2024-10-08,21,13,晴,多云,北风 3-4级,南风 3-4级
2024-10-09,21,15,多云,阴,南风 3-4级,北风 4-5级
2024-10-10,20,12,多云,晴,北风 4-5级,北风 3-4级
2024-10-11,21,15,晴,晴,西南风 3-4级,西南风 3-4级
2024-10-12,23,16,晴,多云,南风 3-4级,南风 3-4级
2024-10-13,21,17,多云,多云,南风 3-4级,南风 3-4级
2024-10-14,22,13,小雨,多云,南风 4-5级,北风 4-5级
2024-10-15,17,8,晴,晴,北风 4-5级,北风 4-5级
2024-10-16,19,10,晴,多云,南风 3-4级,南风 3-4级
2024-10-17,22,18,多云,小雨,东南风 3-4级,东南风 3-4级
2024-10-18,17,2,中到大雨,多云,北风 5-6级,北风 5-6级
2024-10-19,6,1,晴,晴,北风 5-6级,北风 4-5级
2024-10-20,17,6,小雨,小雨,东南风 4-5级,南风 4-5级
2024-10-21,17,11,多云,小雨,西风 3-4级,北风 3-4级
2024-10-22,13,6,小到中雨,多云,北风 4-5级,北风 4-5级
2024-10-23,16,10,晴,晴,西北风 4-5级,西南风 4-5级
2024-10-24,19,13,晴,晴,西风 3-4级,西南风 3-4级
2024-10-25,19,12,晴,晴,东南风 3-4级,东风 3-4级
2024-10-26,17,8,晴,多云,东风 3-4级,北风 4-5级
2024-10-27,10,7,多云,晴,北风 4-5级,北风 4-5级
2024-10-28,15,8,晴,多云,北风 3-4级,北风 3-4级
2024-10-29,18,10,多云,晴,西南风 3-4级,北风 3-4级
2024-10-30,17,11,晴,晴,北风 3-4级,南风 3-4级
2024-10-31,19,13,晴,阴,西南风 3-4级,西南风 3-4级
2024-11-01,19,10,多云,晴,北风 4-5级,北风 4-5级
2024-11-02,19,12,晴,晴,北风 3-4级,南风 3-4级
2024-11-03,20,7,多云,多云,西南风 4-5级,北风 4-5级
2024-11-04,9,4,晴,多云,北风 4-5级,北风 4-5级
2024-11-05,13,3,多云,晴,西风 4-5级,北风 3-4级
2024-11-06,10,6,晴,晴,南风 1-3级,南风 1-3级
2024-11-07,14,10,晴,晴,北风 1-3级,西风 1-3级
2024-11-08,16,13,多云,多云,南风 4-5级,南风 3-4级
2024-11-09,17,13,多云,多云,南风 3-4级,南风 3-4级
2024-11-10,17,6,多云,晴,东北风 3-4级,东北风 4-5级
2024-11-11,15,10,晴,多云,西南风 3-4级,北风 3-4级
2024-11-12,15,11,晴,晴,东北风 3-4级,东南风 3-4级
2024-11-13,16,13,多云,阴,南风 3-4级,南风 3-4级
2024-11-14,16,12,阵雨,阴,南风 3-4级,北风 3-4级
2024-11-15,17,13,多云,小雨,东南风 3-4级,北风 3-4级
2024-11-16,15,1,多云,晴,北风 4-5级,北风 4-5级
2024-11-17,6,1,晴,晴,北风 4-5级,北风 4-5级
2024-11-18,4,-1,晴,多云,东北风 4-5级,北风 3-4级
2024-11-19,11,4,多云,多云,西南风 4-5级,西风 4-5级
2024-11-20,13,8,晴,晴,西风 4-5级,西北风 4-5级
2024-11-21,12,3,晴,晴,北风 4-5级,北风 4-5级
2024-11-22,9,0,晴,晴,北风 4-5级,北风 4-5级
2024-11-23,8,0,晴,晴,北风 3-4级,南风 3-4级
2024-11-24,12,8,晴,多云,南风 3-4级,南风 3-4级
2024-11-25,12,1,中雨,雨夹雪,西北风 4-5级,西北风 4-5级
2024-11-26,0,-4,阵雪,阵雪,西北风 4-5级,西北风 4-5级
2024-11-27,2,-2,阵雪,多云,西北风 4-5级,西北风 4-5级
2024-11-28,4,1,多云,晴,西北风 4-5级,西北风 4-5级
2024-11-29,9,2,晴,晴,西北风 4-5级,西北风 3-4级
2024-11-30,13,7,晴,多云,西北风 3-4级,东南风 3-4级
2024-12-01,13,-3,多云,多云,南风 4-5级,北风 4-5级
2024-12-02,2,-3,晴,晴,北风 4-5级,西风 3-4级
2024-12-03,7,0,晴,晴,西北风 4-5级,北风 3-4级
2024-12-04,5,-1,晴,晴,西北风 4-5级,西北风 4-5级
2024-12-05,7,-2,晴,晴,西北风 4-5级,西北风 4-5级
2024-12-06,3,-3,晴,多云,北风 3-4级,北风 4-5级
2024-12-07,2,-4,多云,晴,西北风 4-5级,西北风 4-5级
2024-12-08,4,-1,晴,晴,北风 4-5级,北风 3-4级
2024-12-09,7,0,晴,晴,西风 4-5级,北风 3-4级
2024-12-10,4,-3,晴,多云,北风 4-5级,北风 4-5级
2024-12-11,0,-4,多云,多云,北风 4-5级,北风 3-4级
2024-12-12,4,0,阵雨,雨夹雪,西风 4-5级,北风 4-5级
2024-12-13,2,-3,多云,晴,北风 4-5级,北风 4-5级
2024-12-14,3,-1,晴,晴,西北风 4-5级,西北风 4-5级
2024-12-15,3,-2,晴,晴,北风 4-5级,西北风 4-5级
2024-12-16,4,-2,晴,多云,北风 3-4级,北风 4-5级
2024-12-17,-1,-6,晴,晴,北风 4-5级,北风 4-5级
2024-12-18,-3,-7,晴,晴,北风 4-5级,北风 4-5级
2024-12-19,3,-5,晴,多云,西南风 3-4级,西南风 4-5级
2024-12-20,4,-6,多云,多云,西北风 4-5级,北风 4-5级
2024-12-21,-1,-6,多云,晴,北风 4-5级,北风 4-5级
2024-12-22,3,-1,晴,晴,西北风 4-5级,西北风 4-5级
2024-12-23,2,-4,晴,晴,北风 4-5级,北风 3-4级
2024-12-24,5,-2,晴,晴,西南风 3-4级,西南风 4-5级
2024-12-25,6,-6,晴,晴,西北风 4-5级,北风 4-5级
2024-12-26,0,-6,晴,多云,西北风 4-5级,西北风 4-5级
2024-12-27,0,-4,多云,晴,西北风 4-5级,西北风 4-5级
2024-12-28,3,-2,晴,晴,西北风 4-5级,西风 3-4级
2024-12-29,6,0,晴,晴,南风 4-5级,西风 4-5级
2024-12-30,7,-2,晴,晴,西北风 4-5级,西北风 4-5级
2024-12-31,5,-2,晴,晴,西南风 4-5级,北风 3-4级
2025-01-01,4,-3,晴,晴,东北风 3-4级,东北风 3-4级
2025-01-02,0,-3,晴,晴,北风 4-5级,西北风 4-5级
2025-01-03,2,-3,晴,晴,西北风 3-4级,西南风 3-4级
2025-01-04,6,0,晴,多云,西南风 4-5级,西南风 4-5级
2025-01-05,5,-5,多云,晴,西北风 4-5级,北风 4-5级
2025-01-06,-1,-5,晴,晴,西北风 4-5级,西北风 4-5级
2025-01-07,0,-7,多云,多云,西北风 4-5级,北风 4-5级
2025-01-08,-5,-10,多云,多云,北风 4-5级,北风 4-5级
2025-01-09,-5,-11,多云,晴,北风 4-5级,北风 4-5级
2025-01-10,-4,-7,晴,晴,北风 4-5级,北风 3-4级
2025-01-11,1,-6,多云,多云,北风 3-4级,北风 3-4级
2025-01-12,1,-5,晴,多云,西风 3-4级,西风 3-4级
2025-01-13,4,-4,晴,晴,西南风 3-4级,北风 3-4级
2025-01-14,0,-6,多云,晴,北风 4-5级,北风 4-5级
2025-01-15,2,-6,晴,晴,北风 4-5级,西风 4-5级
2025-01-16,4,-2,晴,晴,北风 4-5级,北风 3-4级
2025-01-17,7,1,晴,晴,西南风 4-5级,西南风 3-4级
2025-01-18,7,-1,晴,晴,西南风 4-5级,北风 3-4级
2025-01-19,5,-1,晴,晴,北风 3-4级,北风 3-4级
2025-01-20,7,0,晴,晴,西北风 3-4级,西南风 3-4级
2025-01-21,5,-2,晴,晴,北风 3-4级,北风 3-4级
2025-01-22,4,-2,晴,晴,北风 1-3级,东北风 3-4级
2025-01-23,5,0,晴,晴,东南风 3-4级,东南风 3-4级
2025-01-24,6,-2,晴,晴,北风 3-4级,北风 3-4级
2025-01-25,4,-1,晴,多云,北风 3-4级,北风 3-4级
2025-01-26,3,-5,小雪,中到大雪,南风 3-4级,北风 5-6级
2025-01-27,-5,-7,小雪,阴,西北风 5-6级,西北风 4-5级
2025-01-28,-6,-9,多云,晴,西北风 4-5级,西北风 4-5级
2025-01-29,-5,-9,晴,晴,西北风 3-4级,东北风 3-4级
2025-01-30,-4,-8,小雪,小雪,东北风 3-4级,东北风 3-4级
2025-01-31,-2,-9,阴,晴,东北风 3-4级,东北风 3-4级
2025-02-01,-2,-8,晴,多云,北风 3-4级,北风 3-4级
2025-02-02,0,-8,雨夹雪,多云,北风 4-5级,北风 4-5级
2025-02-03,-6,-10,多云,多云,北风 4-5级,北风 3-4级
2025-02-04,-6,-11,多云,多云,北风 4-5级,北风 4-5级
2025-02-05,-1,-9,多云,多云,西北风 4-5级,西风 4-5级
2025-02-06,0,-11,小雪,小雪,西北风 4-5级,西北风 5-6级
2025-02-07,-6,-11,阵雪,多云,西北风 5-6级,西北风 4-5级
2025-02-08,-5,-8,晴,晴,西北风 4-5级,西北风 3-4级
2025-02-09,0,-7,晴,晴,西北风 3-4级,西北风 3-4级
2025-02-10,5,-2,晴,晴,西南风 4-5级,西南风 4-5级
2025-02-11,7,-2,多云,雨夹雪,南风 4-5级,北风 4-5级
2025-02-12,1,-3,多云,晴,北风 4-5级,西南风 3-4级
2025-02-13,7,2,晴,晴,西南风 4-5级,西风 3-4级
2025-02-14,9,3,晴,多云,西南风 3-4级,西南风 3-4级
2025-02-15,10,-2,晴,晴,西南风 3-4级,北风 4-5级
2025-02-16,3,-3,晴,晴,北风 4-5级,北风 4-5级
2025-02-17,1,-4,晴,晴,北风 4-5级,西北风 3-4级
2025-02-18,1,-4,晴,晴,西北风 3-4级,西北风 3-4级
2025-02-19,0,-5,晴,晴,西北风 4-5级,西北风 3-4级
2025-02-20,0,-5,晴,晴,西北风 4-5级,西北风 3-4级
2025-02-21,-1,-6,晴,晴,西北风 3-4级,西北风 3-4级
2025-02-22,-1,-6,晴,多云,西北风 4-5级,西北风 4-5级
2025-02-23,0,-5,晴,晴,西北风 4-5级,西风 3-4级
2025-02-24,7,0,晴,晴,西南风 4-5级,西南风 4-5级
2025-02-25,7,0,多云,晴,西南风 4-5级,北风 3-4级
2025-02-26,10,2,晴,晴,西南风 4-5级,西南风 3-4级
2025-02-27,12,5,多云,晴,南风 4-5级,南风 4-5级
2025-02-28,13,5,晴,多云,南风 3-4级,东南风 3-4级
2025-03-01,8,0,阴,阴,东南风 4-5级,北风 4-5级
2025-03-02,5,0,多云,多云,东北风 5-6级,东北风 4-5级
2025-03-03,4,0,多云,多云,东北风 4-5级,东北风 3-4级
2025-03-04,3,0,多云,多云,东风 3-4级,北风 3-4级
2025-03-05,7,0,晴,晴,北风 3-4级,北风 3-4级
2025-03-06,5,0,晴,多云,西北风 4-5级,西北风 3-4级
2025-03-07,7,3,多云,小雨,南风 3-4级,南风 3-4级
2025-03-08,9,2,阴,晴,南风 3-4级,南风 3-4级
2025-03-09,10,2,晴,晴,南风 3-4级,南风 4-5级
2025-03-10,11,5,晴,多云,南风 4-5级,东南风 3-4级
2025-03-11,12,6,多云,多云,南风 4-5级,西北风 4-5级
2025-03-12,15,5,晴,晴,西北风 4-5级,西北风 3-4级
2025-03-13,11,5,晴,晴,东风 3-4级,东北风 3-4级
2025-03-14,11,4,晴,晴,东北风 3-4级,东北风 3-4级
2025-03-15,10,1,多云,多云,北风 4-5级,北风 4-5级
2025-03-16,4,0,晴,多云,西北风 4-5级,西南风 3-4级
2025-03-17,5,-1,雨夹雪,阴,北风 4-5级,北风 4-5级
2025-03-18,6,1,晴,晴,北风 4-5级,西南风 3-4级
2025-03-19,12,4,晴,晴,西南风 3-4级,西南风 3-4级
2025-03-20,16,8,晴,晴,西风 4-5级,西风 3-4级
2025-03-21,21,15,晴,晴,西风 4-5级,西风 4-5级
2025-03-22,24,13,晴,晴,西风 4-5级,西南风 3-4级
2025-03-23,23,9,多云,多云,西南风 4-5级,北风 4-5级
2025-03-24,15,8,多云,多云,北风 4-5级,南风 3-4级
2025-03-25,17,5,晴,多云,北风 5-6级,东北风 4-5级
2025-03-26,12,4,多云,多云,东南风 4-5级,西北风 4-5级
2025-03-27,8,2,多云,晴,西北风 4-5级,北风 4-5级
2025-03-28,8,0,多云,多云,北风 3-4级,北风 4-5级
2025-03-29,7,2,晴,晴,西风 3-4级,南风 3-4级
2025-03-30,8,3,晴,晴,南风 3-4级,西南风 3-4级
2025-03-31,15,8,晴,晴,西南风 4-5级,西南风 4-5级
2025-04-01,15,7,多云,阴,西南风 4-5级,西北风 3-4级
2025-04-02,12,4,多云,晴,西北风 4-5级,西南风 3-4级
2025-04-03,14,8,晴,多云,南风 4-5级,南风 4-5级
2025-04-04,14,7,小雨,多云,南风 4-5级,西北风 4-5级
2025-04-05,15,7,晴,晴,西北风 4-5级,西北风 3-4级
2025-04-06,18,8,晴,晴,东南风 3-4级,东南风 3-4级
2025-04-07,18,7,晴,晴,北风 3-4级,北风 3-4级
2025-04-08,18,7,晴,阴,西北风 4-5级,南风 3-4级
2025-04-09,12,6,阵雨,晴,南风 3-4级,东南风 3-4级
2025-04-10,17,10,晴,晴,南风 3-4级,南风 3-4级
2025-04-11,16,9,多云,小到中雨,南风 4-5级,南风 4-5级
2025-04-12,13,5,阴,多云,西南风 4-5级,西北风 5-6级
2025-04-13,9,5,多云,小雨,西北风 4-5级,西北风 5-6级
2025-04-14,12,6,多云,晴,西北风 3-4级,西北风 3-4级
2025-04-15,17,9,晴,晴,西南风 3-4级,东南风 3-4级
2025-04-16,14,8,多云,多云,东风 4-5级,东风 3-4级
2025-04-17,16,10,多云,多云,东北风 4-5级,北风 4-5级
2025-04-18,16,8,阴,小到中雨,北风 1-3级,北风 3-4级
2025-04-19,16,8,晴,晴,西风 3-4级,东南风 3-4级
2025-04-20,17,9,晴,晴,南风 3-4级,东南风 3-4级
2025-04-21,16,11,多云,小雨,南风 4-5级,北风 4-5级
2025-04-22,19,10,晴,晴,北风 4-5级,西北风 3-4级
2025-04-23,20,11,晴,晴,西南风 4-5级,北风 4-5级
2025-04-24,17,9,晴,晴,西风 4-5级,西风 3-4级
2025-04-25,19,11,晴,晴,西南风 3-4级,南风 3-4级
2025-04-26,22,11,多云,雷阵雨,西南风 4-5级,北风 4-5级
2025-04-27,16,8,阵雨,晴,北风 4-5级,西北风 3-4级
2025-04-28,19,10,晴,晴,北风 4-5级,南风 3-4级
2025-04-29,22,14,晴,多云,南风 4-5级,南风 3-4级
2025-04-30,22,11,阴,雷阵雨,南风 3-4级,西北风 4-5级
2025-05-01,18,10,晴,多云,西北风 4-5级,西风 3-4级
2025-05-02,16,10,阵雨,多云,西南风 3-4级,西北风 3-4级
2025-05-03,18,11,晴,晴,西北风 4-5级,西风 3-4级
2025-05-04,20,12,晴,多云,西风 4-5级,南风 3-4级
2025-05-05,17,10,多云,雷阵雨,东南风 4-5级,北风 3-4级
2025-05-06,17,10,多云,晴,北风 3-4级,西南风 3-4级
2025-05-07,17,11,晴,多云,南风 3-4级,南风 3-4级
2025-05-08,17,12,多云,多云,南风 4-5级,东南风 3-4级
2025-05-09,15,11,小雨,中雨,东北风 3-4级,西北风 4-5级
2025-05-10,19,12,多云,晴,西北风 4-5级,西风 4-5级
2025-05-11,22,14,晴,晴,南风 4-5级,南风 4-5级
2025-05-12,21,16,晴,晴,东南风 4-5级,东南风 4-5级
2025-05-13,24,15,晴,晴,南风 4-5级,南风 3-4级
2025-05-14,22,12,阴,多云,北风 4-5级,北风 3-4级
2025-05-15,22,12,晴,晴,西南风 3-4级,南风 3-4级
2025-05-16,16,11,多云,雷阵雨,东南风 4-5级,南风 4-5级
2025-05-17,19,12,多云,晴,西北风 4-5级,西南风 3-4级
2025-05-18,21,14,多云,阵雨,南风 4-5级,南风 4-5级
2025-05-19,23,14,多云,晴,南风 3-4级,东风 3-4级
2025-05-20,20,14,多云,多云,东风 4-5级,东北风 3-4级
2025-05-21,23,16,晴,晴,东北风 4-5级,东北风 4-5级
2025-05-22,25,15,多云,小雨,北风 4-5级,北风 4-5级
2025-05-23,21,13,多云,晴,东北风 3-4级,东北风 3-4级
2025-05-24,23,16,晴,晴,西南风 3-4级,西南风 3-4级
2025-05-25,24,15,晴,晴,北风 3-4级,南风 1-3级
2025-05-26,23,16,晴,多云,南风 3-4级,东南风 3-4级
2025-05-27,20,14,阵雨,阵雨,东南风 4-5级,东南风 4-5级
2025-05-28,23,15,多云,多云,东南风 4-5级,东南风 3-4级
2025-05-29,23,16,晴,晴,东南风 3-4级,东南风 3-4级
2025-05-30,24,17,晴,多云,东南风 3-4级,东南风 3-4级
2025-05-31,23,16,多云,阴,东南风 3-4级,东南风 3-4级
2025-06-01,24,17,晴,多云,南风 3-4级,南风 3-4级
2025-06-02,24,18,多云,多云,南风 4-5级,西北风 3-4级
2025-06-03,26,18,晴,晴,西风 4-5级,西北风 4-5级
2025-06-04,27,18,晴,晴,西北风 4-5级,西南风 4-5级
2025-06-05,28,20,晴,多云,西南风 4-5级,东北风 4-5级
2025-06-06,28,18,多云,多云,东风 3-4级,东北风 4-5级
2025-06-07,26,16,晴,晴,东北风 4-5级,南风 3-4级
2025-06-08,26,16,晴,多云,南风 3-4级,南风 3-4级
2025-06-09,22,16,中雨,阴,南风 4-5级,北风 3-4级
2025-06-10,26,18,晴,晴,西北风 4-5级,西南风 3-4级
2025-06-11,29,20,晴,晴,西南风 4-5级,西南风 3-4级
2025-06-12,28,18,晴,晴,南风 4-5级,南风 4-5级
2025-06-13,25,19,多云,多云,东南风 4-5级,东风 3-4级
2025-06-14,24,18,阵雨,中雨,东风 3-4级,东南风 4-5级
2025-06-15,25,19,小到中雨,多云,南风 4-5级,南风 3-4级
2025-06-16,25,17,阵雨,晴,南风 4-5级,西风 3-4级
2025-06-17,28,20,晴,多云,西南风 3-4级,东南风 3-4级
2025-06-18,28,22,多云,雷阵雨,东南风 4-5级,南风 4-5级
2025-06-19,25,20,多云,中雨,东南风 4-5级,东风 3-4级
2025-06-20,27,20,多云,晴,北风 4-5级,西北风 3-4级
2025-06-21,28,21,晴,晴,西风 3-4级,西风 3-4级
2025-06-22,31,21,晴,晴,西风 3-4级,南风 1-3级
2025-06-23,30,21,晴,晴,南风 3-4级,东南风 3-4级
2025-06-24,28,22,晴,晴,东南风 3-4级,北风 1-3级
2025-06-25,29,22,晴,多云,南风 3-4级,南风 3-4级
2025-06-26,29,22,多云,阵雨,南风 3-4级,南风 3-4级
2025-06-27,25,20,阵雨,阵雨,东南风 3-4级,东风 3-4级
2025-06-28,25,22,阴,阴,西南风 3-4级,南风 3-4级
2025-06-29,26,22,小雨,中雨,东南风 3-4级,南风 4-5级
2025-06-30,25,22,小到中雨,多云,南风 4-5级,南风 4-5级
2025-07-01,30,24,小雨,中雨,南风 4-5级,南风 4-5级
2025-07-02,28,23,多云,阴,西南风 3-4级,南风 3-4级
2025-07-03,29,23,雷阵雨,中到大雨,南风 4-5级,西南风 4-5级
2025-07-04,30,25,晴,雷阵雨,西南风 3-4级,西南风 3-4级
2025-07-05,33,25,多云,阵雨,西南风 3-4级,北风 3-4级
2025-07-06,31,24,晴,晴,东北风 3-4级,东北风 3-4级
2025-07-07,30,24,多云,阴,东风 3-4级,东南风 3-4级
2025-07-08,29,24,多云,晴,东南风 1-3级,东南风 1-3级
2025-07-09,31,24,晴,晴,东南风 1-3级,东南风 1-3级
2025-07-10,32,25,晴,晴,东南风 3-4级,东南风 3-4级
2025-07-11,31,25,晴,晴,东南风 3-4级,东南风 3-4级
2025-07-12,31,24,晴,雷阵雨,南风 3-4级,南风 3-4级
2025-07-13,31,25,多云,晴,北风 4-5级,北风 4-5级
2025-07-14,32,25,晴,晴,北风 4-5级,北风 4-5级
